scope;file;datum_path;name;desc;cost;point_cost;spell_tier;primary_resource_cost;charge_time;cooldown_time;sound;overlay_state;action_icon_state;spell_type;invocation_type;antimagic_flags
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\blood_steal.dm;/obj/effect/proc_holder/spell/invoked/projectile/bloodsteal;"""Blood Steal""";"""Steal anothers blood for your own collection.""";3;;2;;;;'sound/magic/vlightning.ogg';"""bloodsteal""";;;"""shout""";
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\fetch.dm;/datum/action/cooldown/spell/projectile/fetch;"""Fetch""";"""Shoot out a magical bolt that draws in a freestanding item towards the caster. Doesn't work on living targets.""";;1;1;SPELLCOST_MINOR_PROJECTILE;;8 SECONDS;'sound/magic/magnet.ogg';;;;INVOCATION_WHISPER;
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\greater_arcyne_bolt.dm;/datum/action/cooldown/spell/projectile/greater_arcyne_bolt;"""Greater Arcyne Bolt""";"""Fire a concentrated bolt of arcyne energy at a single target. \";;3;2;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;5.5 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\repel.dm;/datum/action/cooldown/spell/projectile/repel;"""Repel""";"""Shoot out a magical bolt that pushes away a freestanding item from the caster. Doesn't work on large or living targets. Instead of repelling a target, it will throw an object in your hand if cast while in throw mode.""";;1;1;SPELLCOST_MINOR_PROJECTILE;;15 SECONDS;'sound/magic/unmagnet.ogg';;;;INVOCATION_WHISPER;
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\waterbolt.dm;/datum/action/cooldown/spell/projectile/waterbolt;"""Water Bolt""";"""Shoot out a magical bolt of water that extinguishes fires from a distance.""";;1;1;SPELLCOST_MINOR_PROJECTILE;;8 SECONDS;'sound/foley/water_land1.ogg';;;;INVOCATION_WHISPER;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\dragons_breath.dm;/datum/action/cooldown/spell/telegraphed_strike/dragons_breath;"""Dragon's Breath""";"""Let loose a wide cone of flame that erupts forward, burning everything in its path and pushing back anyone it hits. \";;;;SPELLCOST_MAJOR_AOE;;20 SECONDS;'sound/magic/fireball.ogg';;;;INVOCATION_SHOUT;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\fire_curtain.dm;/datum/action/cooldown/spell/fire_curtain;"""Fire Curtain""";"""Conjure a 5x2 curtain of flame at a target location, perpendicular to your facing. \";;;;SPELLCOST_MAJOR_AOE;1 SECONDS;25 SECONDS;'sound/magic/fireball.ogg';;;;INVOCATION_SHOUT;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\fire_strike.dm;/datum/action/cooldown/spell/fire_strike;"""Fire Strike""";"""Call down a fireball on a location after a short delay. It damages structures across a 5x5 area and leaves a cloud of smoke and a curtain of flame in its wake. You are not immune to your own fire.\n\";;;;SPELLCOST_MAJOR_AOE;CHARGETIME_MAJOR;75 SECONDS;'sound/magic/fireball.ogg';;;;INVOCATION_SHOUT;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\smoke_burst.dm;/datum/action/cooldown/spell/projectile/smoke_burst;"""Smoke Burst""";"""Hurl a harmless ball of smouldering cinders that bursts into a thick 3x3 cloud of smoke on impact, blocking sight for around 15 seconds.\";;;;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;45 SECONDS;'sound/items/firesnuff.ogg';;;;INVOCATION_SHOUT;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\spitfire.dm;/datum/action/cooldown/spell/projectile/spitfire;"""Spitfire""";"""Shoot out a low-powered ball of fire that ignites a target with a small amount of fire on impact. \";;;;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;SPELL_COOLDOWN_POKE;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\ultio.dm;/datum/action/cooldown/spell/ultio;"""Ultio""";"""The caster snaps their finger or hand. The air in a nearby spot excites and shakes with magickal, pyromantic power, spontaneously creating a scorching flame directed at their target, scorching all within.\n\";;;2;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;SPELL_COOLDOWN_POKE;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\wyrmfire.dm;/datum/action/cooldown/spell/projectile/fireball;"""Fireball""";"""Shoot out a ball of fire that explodes on impact, scorching and slowing nearby targets.\n\";;6;3;SPELLCOST_MAJOR_PROJECTILE;CHARGETIME_MAJOR;SPELL_COOLDOWN_BIG_WHOOPER;'sound/magic/fireball.ogg';;;;INVOCATION_SHOUT;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\wyrmfire.dm;/datum/action/cooldown/spell/projectile/fireball/barrage;"""Wyrmfire""";"""Loose a devastating barrage of fire. Every strikes leave its victim Vulnerable. Toggle firing mode (Shift+G) to switch:\n\";;;;"mode[""cost""]";"mode[""charge""]";"mode[""cooldown""]";"mode[""sound""]";;;;;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\wyrmfire.dm;/datum/action/cooldown/spell/projectile/pyroclasm;"""Pyroclasm""";"""Red-hot fire, brightest of all elements!\n\";;9;4;10;2 SECONDS;5 MINUTES;null;;;;INVOCATION_NONE;
wizard/telomancy;code\modules\spells\spell_types\wizard\telomancy\arcyne_barrage.dm;/datum/action/cooldown/spell/projectile/arcyne_barrage;"""Arcyne Barrage""";"""The Ultimate Reason of a Telomancer - barrage a direction with pulses of piercing, ricocheting arcyne bolts for ten seconds. The bolts can pierce up to five targets. \";;;4;SPELLCOST_ULTIMATE;CHARGETIME_HEAVY;90 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_NONE;
wizard/telomancy;code\modules\spells\spell_types\wizard\telomancy\arcyne_burst.dm;/datum/action/cooldown/spell/arcyne_burst;"""Arcyne Burst""";"""Mark a nearby area with arcyne force. It swells for a few seconds before bursting, striking everyone across the whole zone with a wave of kinetic force and hurling them outward.""";;;2;SPELLCOST_MAJOR_AOE;CHARGETIME_POKE;20 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/telomancy;code\modules\spells\spell_types\wizard\telomancy\arcyne_salvo.dm;/datum/action/cooldown/spell/projectile/arcyne_salvo;"""Arcyne Salvo""";"""Loose three heavy arcyne bolts in a wide spread toward a single target. Each bolt strikes hard on its own, and if all three converge on the same foe the payoff is devastating. \";;;3;SPELLCOST_MAJOR_PROJECTILE;CHARGETIME_POKE;12 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/telomancy;code\modules\spells\spell_types\wizard\telomancy\arcyne_volley.dm;/datum/action/cooldown/spell/projectile/arcyne_volley;"""Magister's Dart""";"""Advanced Offensive Magyck, refined over millenium and turned into a true Telomancer's ultimate thesis! Toggle firing mode (Shift+G) while the spell is active: \";;3;2;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;5.5 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/telomancy;code\modules\spells\spell_types\wizard\telomancy\circumdatum.dm;/datum/action/cooldown/spell/circumdatum;"""Circumdatum""";"""Surrounds an ally with warding orbs instantly. Each reduce an incoming blow's integrity damage by 25% before disintegrating.""";;;2;SPELLCOST_MINOR_PROJECTILE;;15 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/telomancy;code\modules\spells\spell_types\wizard\telomancy\crossing_blast.dm;/datum/action/cooldown/spell/telegraphed_strike/crossing_blast;"""Crossing Blast""";"""Arm a burst of raw arcyne force, then release it in radiating arms around you, striking and hurling back everyone nearby. Toggle its shape (Shift+G): a cross strikes the cardinal arms, a saltire the diagonals, and a star both at once.""";;;2;SPELLCOST_MAJOR_AOE;;20 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/telomancy;code\modules\spells\spell_types\wizard\telomancy\energetic_blast.dm;/datum/action/cooldown/spell/energetic_blast;"""Energetic Blast""";"""Channel a wave of raw arcyne energy in a 4-tile line in front of you, striking foes for blunt damage and hurling them back 3 paces. \";;;2;SPELLCOST_MAJOR_PROJECTILE;1 SECONDS;10 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/telomancy;code\modules\spells\spell_types\wizard\telomancy\seeker_volley.dm;/datum/action/cooldown/spell/projectile/seeker_volley;"""Seeker Volley""";"""Lock onto a single target and loose a flight of slow arcyne orbs that pursue them relentlessly. \";;;2;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;12 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/telomancy;code\modules\spells\spell_types\wizard\telomancy\void_beam.dm;/datum/action/cooldown/spell/void_beam;"""Void Beam""";"""Fire a lance of raw arcyne force that exposes your foe. It is well telegraphed and does a decent amount of damage.""";;;3;SPELLCOST_MAJOR_AOE;CHARGETIME_POKE;20 SECONDS;'sound/magic/soulshot.ogg';;;;INVOCATION_SHOUT;
wizard/utility;code\modules\spells\spell_types\wizard\utility\create_campfire.dm;/datum/action/cooldown/spell/create_campfire;"""Create Campfire""";"""Creates a magical campfire to cook on. 3 tiles range. Lasts for 10 minutes.""";;1;1;SPELLCOST_CANTRIP;3 SECONDS;60 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/utility;code\modules\spells\spell_types\wizard\utility\great_shelter.dm;/datum/action/cooldown/spell/great_shelter;"""Great Shelter""";"""Conjure a cramped but functional shelter from arcyne force.\n\";;;1;SPELLCOST_CONJURE;5 SECONDS;5 MINUTES;'sound/spellbooks/crystal.ogg';;;;INVOCATION_SHOUT;
wizard/utility;code\modules\spells\spell_types\wizard\utility\light.dm;/datum/action/cooldown/spell/light;"""Light""";"""Summons a condensed orb of light.""";;1;1;SPELLCOST_CANTRIP;0.5 SECONDS;30 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_WHISPER;
wizard/utility;code\modules\spells\spell_types\wizard\utility\mending.dm;/datum/action/cooldown/spell/mending;"""Mending""";"""Uses arcyne energy to mend an item, prosthetic or artificial being. Effect of repair scales off of your Intelligence.""";;2;1;SPELLCOST_CANTRIP;;20 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/utility;code\modules\spells\spell_types\wizard\utility\mending.dm;/datum/action/cooldown/spell/mending/lesser;"""Lesser Mending""";;;1;;;;30 SECONDS;;;;;;
wizard/utility;code\modules\spells\spell_types\wizard\utility\mending.dm;/datum/action/cooldown/spell/mending/malum;"""Reforge""";"""Uses divine power to mend an item, prosthetic or artificial being. Effect of repair scales off of your Intelligence.""";;0;;SPELLCOST_MIRACLE_MINOR;;;;;;;INVOCATION_SHOUT;
wizard/utility;code\modules\spells\spell_types\wizard\utility\message.dm;/datum/action/cooldown/spell/message;"""Message""";"""Latch onto the mind of one who is familiar to you, whispering a message or sending an intuitive projection into their head.""";;2;1;SPELLCOST_CANTRIP;1 SECONDS;60 SECONDS;'sound/magic/message.ogg';;;;INVOCATION_WHISPER;
wizard/utility;code\modules\spells\spell_types\wizard\utility\mindlink.dm;/datum/action/cooldown/spell/mindlink;"""Mindlink""";"""Establish a telepathic link with an ally for three minutes. Use ,Y before a message to communicate telepathically.""";;2;2;SPELLCOST_CANTRIP;2 SECONDS;3 MINUTES;'sound/magic/whiteflame.ogg';;;;INVOCATION_WHISPER;
wizard/utility;code\modules\spells\spell_types\wizard\utility\mirror_transform.dm;/datum/action/cooldown/spell/mirror_transform;"""Mirror Transform""";"""Temporarily grants you the ability to use mirrors to change your appearance.""";;1;1;SPELLCOST_CANTRIP;1 SECONDS;300 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_WHISPER;
wizard/utility;code\modules\spells\spell_types\wizard\utility\prestidigitation.dm;/datum/action/cooldown/spell/touch/prestidigitation;"""Prestidigitation""";"""A few basic tricks many apprentices use to practice basic manipulation of the arcyne. Except for light, cooldown is decreased by 10% per point of Int above 10 up to 50%. Includes the following modes:\n \";;0;1;SPELLCOST_CANTRIP;;;;;;;;
wizard/utility;code\modules\spells\spell_types\wizard\utility\rune_ward.dm;/datum/action/cooldown/spell/touch/rune_ward;"""Rune Ward""";"""Channel arcyne energy through ash to inscribe protective runes upon the ground. The runes trigger when trespassers cross them - but can be circumvented by jumping or flying over them. Includes the following modes:\n \";;1;1;SPELLCOST_CONJURE;;30 SECONDS;;;;;;
wizard/utility;code\modules\spells\spell_types\wizard\utility\summon_weapon.dm;/obj/effect/proc_holder/spell/targeted/summonweapon;"""Summon Weapon""";"""Summon an imbued weapon.""";1;;2;;;;;;"""summons""";;"""whisper""";
wizard/utility;code\modules\spells\spell_types\wizard\utility\woundclosure.dm;/obj/effect/proc_holder/spell/invoked/wound_closure;"""Wound Closure""";"""Heals all wounds on a targeted limb.""";;;3;;;;'sound/magic/woundheal_crunch.ogg';"""heal""";"""heal""";;"""none""";
